Job_ID,Job_Title,Skills_Required,Tech_Stack,Company_Name,Location,Experience_Level,Salary_Range,Job_Type,Industry,Date_Posted,job_status,Apply Here
114,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Burns Inc,Delhi,3-5 years,6 LPA- 10 LPA,Full-time,IT,23-11-2023,closed,
115,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Mueller, Johnson and Mccarty",Gurgaon,3-5 years,10 LPA- 15 LPA,Internship,IT,24-11-2023,closed,
116,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Stevenson, Munoz and Williams",Gurgaon,1-3 years,10 LPA- 15 LPA,Full-time,IT,24-11-2023,closed,
117,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Hayes-Thomas,Remote,5+ years,3 LPA- 6 LPA,Full-time,IT,24-11-2023,closed,
118,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Barry, Lyons and Robertson",Pune,Fresher,10 LPA- 15 LPA,Contract,IT,24-11-2023,closed,
119,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Boyd, Mckinney and Scott",Remote,5+ years,10 LPA- 15 LPA,Freelance,IT,25-11-2023,closed,
120,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Johnson-Smith,Remote,3-5 years,3 LPA- 6 LPA,Contract,IT,26-11-2023,closed,
121,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Sparks PLC,Delhi,5+ years,3 LPA- 6 LPA,Contract,IT,26-11-2023,closed,
122,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Cunningham-Myers,Remote,Fresher,3 LPA- 6 LPA,Contract,IT,26-11-2023,closed,
123,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs","Butler, Chapman and Owens",Hyderabad,5+ years,3 LPA- 6 LPA,Full-time,IT,27-11-2023,closed,
124,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Williams, Myers and Jordan",Noida,3-5 years,10 LPA- 15 LPA,Full-time,IT,27-11-2023,closed,
125,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Logan and Sons,Noida,1-3 years,3 LPA- 6 LPA,Freelance,IT,28-11-2023,closed,
126,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Wells PLC,Hyderabad,1-3 years,10 LPA- 15 LPA,Contract,IT,28-11-2023,closed,
127,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Roberts LLC,Gurgaon,3-5 years,10 LPA- 15 LPA,Internship,IT,29-11-2023,closed,
128,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Dixon, Newman and Nelson",Delhi,1-3 years,3 LPA- 6 LPA,Internship,IT,29-11-2023,closed,
129,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling","Bell, Fernandez and Houston",Gurgaon,Fresher,10 LPA- 15 LPA,Full-time,IT,30-11-2023,closed,
130,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Pope, Crane and Walker",Mumbai,3-5 years,6 LPA- 10 LPA,Freelance,IT,01-12-2023,closed,
131,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",King-Vargas,Chennai,1-3 years,15 LPA- 25 LPA,Full-time,IT,01-12-2023,closed,
132,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Turner Ltd,Kolkata,Fresher,3 LPA- 6 LPA,Internship,IT,01-12-2023,closed,
133,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Torres-Marshall,Bangalore,Fresher,3 LPA- 6 LPA,Internship,IT,02-12-2023,closed,
134,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Garcia Inc,Chennai,1-3 years,15 LPA- 25 LPA,Full-time,IT,02-12-2023,closed,
135,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs","White, Williams and Sims",Remote,1-3 years,6 LPA- 10 LPA,Full-time,IT,02-12-2023,closed,
136,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Brown-Braun,Kolkata,5+ years,10 LPA- 15 LPA,Full-time,IT,02-12-2023,closed,
137,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Pierce Group,Chennai,5+ years,6 LPA- 10 LPA,Freelance,IT,03-12-2023,closed,
138,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Lucero Group,Kolkata,3-5 years,15 LPA- 25 LPA,Contract,IT,03-12-2023,closed,
139,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Garcia PLC,Remote,Fresher,3 LPA- 6 LPA,Full-time,IT,03-12-2023,closed,
140,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Davis Group,Kolkata,1-3 years,15 LPA- 25 LPA,Contract,IT,03-12-2023,closed,
141,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Holmes, Cooper and Craig",Pune,1-3 years,10 LPA- 15 LPA,Freelance,IT,04-12-2023,closed,
142,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Jones, Edwards and Adams",Chennai,1-3 years,6 LPA- 10 LPA,Full-time,IT,05-12-2023,closed,
143,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Jordan Inc,Noida,Fresher,6 LPA- 10 LPA,Full-time,IT,06-12-2023,closed,
144,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Jacobs, Henderson and Adams",Noida,Fresher,15 LPA- 25 LPA,Contract,IT,08-12-2023,closed,
145,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Lopez-Nguyen,Mumbai,Fresher,3 LPA- 6 LPA,Freelance,IT,08-12-2023,closed,
146,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Wilson Inc,Mumbai,1-3 years,3 LPA- 6 LPA,Contract,IT,08-12-2023,closed,
147,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Sullivan, Martin and White",Delhi,5+ years,15 LPA- 25 LPA,Full-time,IT,10-12-2023,closed,
148,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Wilson-Baxter,Bangalore,1-3 years,10 LPA- 15 LPA,Freelance,IT,10-12-2023,closed,
149,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Miller-Watts,Kolkata,3-5 years,3 LPA- 6 LPA,Contract,IT,11-12-2023,closed,
150,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Simmons, Scott and Sanchez",Delhi,5+ years,15 LPA- 25 LPA,Freelance,IT,12-12-2023,closed,
151,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Alvarez-Rodriguez,Delhi,3-5 years,6 LPA- 10 LPA,Internship,IT,12-12-2023,closed,
152,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Smith, Smith and Martinez",Noida,1-3 years,3 LPA- 6 LPA,Freelance,IT,13-12-2023,closed,
153,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Williams-Escobar,Gurgaon,3-5 years,15 LPA- 25 LPA,Full-time,IT,14-12-2023,closed,
154,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Johnson-Armstrong,Chennai,Fresher,10 LPA- 15 LPA,Internship,IT,15-12-2023,closed,
155,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling","Martin, Roman and Powell",Gurgaon,3-5 years,15 LPA- 25 LPA,Internship,IT,15-12-2023,closed,
156,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Stephens-Yang,Mumbai,3-5 years,6 LPA- 10 LPA,Contract,IT,15-12-2023,closed,
157,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Acevedo PLC,Gurgaon,5+ years,15 LPA- 25 LPA,Internship,IT,18-12-2023,closed,
158,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Chandler-Anderson,Gurgaon,5+ years,6 LPA- 10 LPA,Full-time,IT,18-12-2023,closed,
159,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Brown-Rodriguez,Noida,Fresher,15 LPA- 25 LPA,Internship,IT,18-12-2023,closed,
160,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Davis PLC,Hyderabad,Fresher,3 LPA- 6 LPA,Contract,IT,18-12-2023,closed,
161,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Hernandez PLC,Chennai,Fresher,15 LPA- 25 LPA,Internship,IT,19-12-2023,closed,
162,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Wood Ltd,Mumbai,1-3 years,10 LPA- 15 LPA,Contract,IT,21-12-2023,closed,
163,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Clark Ltd,Delhi,5+ years,3 LPA- 6 LPA,Internship,IT,21-12-2023,closed,
164,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Cummings, Perez and Singh",Mumbai,1-3 years,3 LPA- 6 LPA,Full-time,IT,21-12-2023,closed,
165,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Simmons LLC,Pune,5+ years,6 LPA- 10 LPA,Internship,IT,23-12-2023,closed,
166,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Edwards, King and Hoffman",Mumbai,1-3 years,15 LPA- 25 LPA,Freelance,IT,24-12-2023,closed,
167,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Everett-Robinson,Mumbai,1-3 years,6 LPA- 10 LPA,Full-time,IT,24-12-2023,closed,
168,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Garcia, Martinez and Reyes",Gurgaon,1-3 years,10 LPA- 15 LPA,Freelance,IT,24-12-2023,closed,
169,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Smith-Mayo,Pune,5+ years,15 LPA- 25 LPA,Full-time,IT,25-12-2023,closed,
170,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Martinez, Stout and Henderson",Mumbai,1-3 years,3 LPA- 6 LPA,Contract,IT,25-12-2023,closed,
171,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Wood Group,Chennai,1-3 years,10 LPA- 15 LPA,Full-time,IT,26-12-2023,closed,
172,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Johnson-Henry,Mumbai,Fresher,6 LPA- 10 LPA,Freelance,IT,26-12-2023,closed,
173,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","Harrison, Johnson and Wright",Remote,Fresher,6 LPA- 10 LPA,Contract,IT,26-12-2023,closed,
174,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Smith, Boyd and Nicholson",Mumbai,5+ years,3 LPA- 6 LPA,Contract,IT,28-12-2023,closed,
175,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Hall, Green and Johnson",Kolkata,3-5 years,15 LPA- 25 LPA,Freelance,IT,28-12-2023,closed,
176,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Robles-Lynch,Gurgaon,Fresher,15 LPA- 25 LPA,Full-time,IT,28-12-2023,closed,
177,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Khan, Johnson and Lane",Gurgaon,Fresher,10 LPA- 15 LPA,Contract,IT,29-12-2023,closed,
178,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Collins-Phillips,Mumbai,1-3 years,3 LPA- 6 LPA,Internship,IT,29-12-2023,closed,
179,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Key, Potter and Bennett",Kolkata,3-5 years,10 LPA- 15 LPA,Contract,IT,29-12-2023,closed,
180,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Shea, Adams and Nelson",Chennai,3-5 years,15 LPA- 25 LPA,Contract,IT,29-12-2023,closed,
181,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Wright, Patrick and Cunningham",Pune,Fresher,15 LPA- 25 LPA,Contract,IT,29-12-2023,closed,
182,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Hernandez Inc,Pune,Fresher,15 LPA- 25 LPA,Internship,IT,30-12-2023,closed,
183,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Wilson Inc,Chennai,1-3 years,10 LPA- 15 LPA,Full-time,IT,31-12-2023,closed,
184,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Lee, Griffin and Dean",Pune,5+ years,6 LPA- 10 LPA,Contract,IT,31-12-2023,closed,
185,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling","Burton, Bryan and Villanueva",Hyderabad,3-5 years,15 LPA- 25 LPA,Internship,IT,31-12-2023,closed,
186,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Hale-Garza,Pune,5+ years,6 LPA- 10 LPA,Internship,IT,01-01-2024,closed,
187,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Peterson-Anderson,Mumbai,3-5 years,6 LPA- 10 LPA,Internship,IT,01-01-2024,closed,
188,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Jackson Group,Noida,Fresher,15 LPA- 25 LPA,Full-time,IT,01-01-2024,closed,
189,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Hanson Inc,Kolkata,1-3 years,15 LPA- 25 LPA,Contract,IT,02-01-2024,closed,
190,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",White and Sons,Chennai,3-5 years,15 LPA- 25 LPA,Internship,IT,04-01-2024,closed,
191,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Kim Inc,Bangalore,5+ years,6 LPA- 10 LPA,Contract,IT,04-01-2024,closed,
192,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Estrada-Wood,Delhi,3-5 years,3 LPA- 6 LPA,Contract,IT,04-01-2024,closed,
193,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Garcia, Peterson and Hall",Noida,1-3 years,6 LPA- 10 LPA,Internship,IT,05-01-2024,closed,
194,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Cox-Foster,Remote,Fresher,15 LPA- 25 LPA,Internship,IT,05-01-2024,closed,
195,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Young, Reynolds and Ryan",Bangalore,1-3 years,15 LPA- 25 LPA,Freelance,IT,05-01-2024,closed,
196,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Snow-Bennett,Kolkata,1-3 years,3 LPA- 6 LPA,Internship,IT,08-01-2024,closed,
197,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Sutton, Ferguson and Bennett",Mumbai,3-5 years,10 LPA- 15 LPA,Contract,IT,08-01-2024,closed,
198,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Lewis-Wright,Remote,1-3 years,10 LPA- 15 LPA,Freelance,IT,08-01-2024,closed,
199,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Griffin-Jones,Kolkata,5+ years,15 LPA- 25 LPA,Freelance,IT,09-01-2024,closed,
200,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Schmidt, Figueroa and Moore",Chennai,3-5 years,6 LPA- 10 LPA,Full-time,IT,10-01-2024,closed,
201,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Martin Inc,Chennai,Fresher,3 LPA- 6 LPA,Contract,IT,10-01-2024,closed,
202,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Fletcher Group,Kolkata,Fresher,15 LPA- 25 LPA,Freelance,IT,11-01-2024,closed,
203,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Stanley, Nelson and Jacobs",Delhi,5+ years,6 LPA- 10 LPA,Contract,IT,12-01-2024,closed,
204,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Smith, Wilson and Young",Pune,1-3 years,10 LPA- 15 LPA,Contract,IT,12-01-2024,closed,
205,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Campos, Gonzales and Glover",Remote,Fresher,3 LPA- 6 LPA,Internship,IT,13-01-2024,closed,
206,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Garza, Horne and Stewart",Pune,1-3 years,10 LPA- 15 LPA,Freelance,IT,14-01-2024,closed,
207,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Davis Ltd,Pune,3-5 years,10 LPA- 15 LPA,Freelance,IT,14-01-2024,closed,
208,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Patterson PLC,Pune,5+ years,10 LPA- 15 LPA,Internship,IT,16-01-2024,closed,
209,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Williams Group,Bangalore,Fresher,15 LPA- 25 LPA,Internship,IT,17-01-2024,closed,
210,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Sims Ltd,Kolkata,3-5 years,10 LPA- 15 LPA,Internship,IT,17-01-2024,closed,
211,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Norman LLC,Gurgaon,5+ years,15 LPA- 25 LPA,Internship,IT,17-01-2024,closed,
212,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs","Campos, Williamson and Irwin",Hyderabad,3-5 years,15 LPA- 25 LPA,Internship,IT,17-01-2024,closed,
213,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Walker, Potts and Franco",Hyderabad,1-3 years,15 LPA- 25 LPA,Contract,IT,18-01-2024,closed,
